N	F0	PER	d0	v0	collision
4	-6	0.470000	7.769000	49	0
5	-5	0.380000	6.393000	52	0
8	-8	0.430000	5.545000	14	0
8	-7	0.280000	6.431000	79	0
7	-6	0.370000	4.695000	82	0
3	-2	0.300000	4.444000	63	0
7	-5	0.310000	4.580000	11	0
5	-5	0.240000	4.306000	71	0
8	-7	0.200000	4.973000	19	0
5	-1	0.310000	8.800000	87	0
3	-1	0.450000	5.278000	77	0
4	-4	0.290000	8.995000	43	0
5	-4	0.300000	8.240000	40	0
7	-2	0.260000	6.397000	67	0
4	-2	0.260000	8.521000	45	0
8	-3	0.390000	8.631000	21	0
4	-2	0.470000	6.916000	64	0
6	-8	0.350000	6.394000	26	0
4	-2	0.260000	4.841000	59	0
4	-3	0.310000	8.786000	89	0
6	-7	0.440000	6.403000	25	0
6	-4	0.220000	7.608000	64	0
3	-3	0.420000	7.809000	48	0
4	-8	0.290000	4.967000	61	0
7	-7	0.440000	5.632000	22	0
8	-7	0.380000	7.887000	43	1
6	-6	0.310000	5.106000	63	0
3	-3	0.380000	7.073000	78	0
4	-8	0.380000	4.392000	27	0
8	-5	0.400000	4.727000	81	0
4	-3	0.450000	8.682000	32	0
6	-3	0.280000	6.508000	72	0
6	-4	0.270000	6.290000	21	0
4	-4	0.430000	4.475000	61	0
6	-2	0.430000	6.369000	68	0
5	-6	0.420000	5.083000	80	0
8	-6	0.450000	4.185000	81	1
8	-4	0.410000	4.859000	69	1
4	-8	0.480000	6.850000	44	0
4	-3	0.200000	5.477000	74	0
7	-4	0.420000	4.105000	65	0
3	-4	0.350000	8.829000	86	0
7	-3	0.220000	5.795000	48	0
4	-5	0.220000	5.219000	55	0
3	-2	0.490000	5.488000	87	0
5	-3	0.340000	5.379000	16	0
6	-5	0.300000	6.038000	84	0
5	-2	0.230000	5.171000	71	0
8	-2	0.460000	5.339000	87	0
3	-8	0.480000	5.844000	71	1
6	-5	0.220000	4.216000	42	0
7	-3	0.460000	8.558000	68	0
4	-8	0.480000	4.276000	63	0
8	-7	0.420000	4.014000	84	1
7	-6	0.270000	7.780000	11	0
4	-7	0.490000	6.000000	59	0
8	-5	0.210000	7.146000	10	0
8	-3	0.250000	8.160000	18	0
8	-8	0.250000	7.601000	66	1
4	-1	0.320000	4.979000	63	0
8	-8	0.330000	6.311000	77	1
5	-6	0.480000	8.894000	84	1
5	-7	0.350000	8.550000	17	0
6	-5	0.420000	8.227000	83	0
8	-2	0.220000	5.144000	37	0
7	-5	0.310000	8.408000	40	0
7	-5	0.240000	5.661000	61	0
5	-3	0.490000	7.514000	87	0
5	-4	0.440000	5.083000	81	0
4	-4	0.450000	7.201000	20	0
3	-2	0.230000	8.191000	87	0
5	-2	0.340000	4.326000	64	0
3	-8	0.330000	8.217000	87	1
7	-1	0.240000	4.126000	79	0
3	-5	0.350000	5.637000	78	0
3	-7	0.260000	6.745000	81	0
4	-6	0.220000	4.123000	64	0
4	-4	0.430000	7.737000	15	0
4	-4	0.330000	7.943000	52	0
6	-8	0.460000	5.584000	69	0
6	-8	0.310000	6.624000	64	0
5	-7	0.270000	6.905000	69	0
5	-3	0.440000	8.284000	65	0
3	-2	0.320000	7.778000	67	0
3	-6	0.210000	8.362000	86	0
6	-1	0.340000	5.404000	29	0
6	-3	0.340000	7.717000	18	0
8	-8	0.320000	8.913000	70	0
7	-3	0.410000	6.792000	11	0
8	-6	0.340000	4.010000	32	0
3	-2	0.320000	5.419000	15	0
5	-5	0.220000	8.126000	52	0
6	-3	0.480000	5.899000	44	1
3	-4	0.310000	5.644000	12	0
5	-5	0.440000	7.090000	81	0
8	-8	0.380000	4.315000	22	0
8	-6	0.420000	8.285000	53	1
3	-5	0.340000	6.901000	17	0
7	-1	0.360000	7.234000	70	0
6	-5	0.300000	6.975000	51	0
4	-6	0.230000	6.521000	21	0
4	-8	0.300000	8.305000	25	0
5	-6	0.350000	7.265000	56	0
7	-4	0.240000	4.760000	42	0
4	-3	0.480000	6.621000	28	0
7	-6	0.240000	6.659000	89	0
6	-8	0.480000	8.499000	35	0
5	-8	0.270000	8.918000	69	0
7	-8	0.440000	5.700000	87	1
8	-3	0.320000	4.813000	28	0
6	-8	0.320000	7.633000	66	0
5	-2	0.480000	5.211000	34	0
4	-4	0.440000	8.378000	61	0
3	-8	0.460000	8.306000	12	0
7	-1	0.350000	8.884000	31	0
3	-6	0.460000	7.723000	59	0
4	-3	0.360000	8.332000	39	0
4	-1	0.200000	4.562000	45	0
8	-2	0.230000	5.290000	80	0
3	-6	0.450000	8.724000	60	0
3	-3	0.380000	8.279000	30	0
8	-1	0.280000	8.684000	38	0
7	-8	0.360000	4.446000	42	1
7	-5	0.340000	5.635000	13	0
8	-1	0.340000	4.841000	49	0
5	-7	0.370000	4.192000	47	1
7	-6	0.390000	4.733000	72	1
6	-6	0.330000	4.118000	31	0
6	-5	0.480000	7.255000	31	0
7	-2	0.240000	7.495000	23	0
5	-6	0.360000	6.541000	22	0
8	-5	0.210000	5.304000	69	0
5	-5	0.380000	8.772000	82	0
5	-8	0.430000	5.422000	84	0
6	-3	0.380000	8.598000	72	0
4	-2	0.480000	6.111000	31	0
8	-5	0.470000	8.194000	89	1
8	-6	0.460000	4.400000	61	1
5	-8	0.450000	4.174000	89	1
4	-1	0.370000	5.505000	64	0
3	-7	0.280000	5.845000	63	0
4	-1	0.230000	7.518000	52	0
3	-7	0.340000	6.337000	39	0
3	-3	0.220000	4.410000	58	0
8	-4	0.200000	8.068000	30	0
7	-8	0.490000	6.405000	47	0
4	-1	0.290000	8.305000	81	0
3	-2	0.430000	5.949000	17	0
8	-5	0.290000	5.404000	18	0
7	-2	0.490000	5.413000	32	0
4	-4	0.240000	6.884000	76	0
6	-3	0.430000	7.070000	60	0
7	-7	0.260000	4.889000	60	0
8	-2	0.410000	5.583000	21	0
5	-6	0.370000	8.534000	77	0
7	-1	0.220000	4.778000	43	0
8	-2	0.480000	7.524000	75	1
4	-3	0.400000	8.484000	68	0
3	-5	0.290000	6.384000	77	0
3	-2	0.440000	8.951000	84	0
6	-4	0.340000	8.569000	48	0
4	-2	0.340000	7.962000	15	0
7	-6	0.300000	4.774000	85	0
3	-5	0.240000	7.002000	66	0
8	-1	0.460000	7.933000	86	0
7	-4	0.480000	8.468000	30	0
8	-3	0.360000	7.978000	33	0
6	-2	0.440000	8.718000	35	0
7	-6	0.270000	8.682000	14	0
7	-2	0.200000	8.418000	35	0
5	-7	0.380000	4.996000	82	0
6	-7	0.450000	4.494000	57	1
6	-5	0.490000	8.417000	47	1
7	-7	0.320000	6.074000	37	0
7	-6	0.250000	5.790000	57	0
8	-8	0.320000	5.092000	61	0
3	-7	0.410000	5.875000	25	0
4	-6	0.470000	5.537000	11	0
4	-6	0.430000	8.505000	27	0
8	-3	0.300000	7.781000	18	0
6	-5	0.200000	7.802000	44	0
7	-4	0.390000	5.484000	68	0
5	-8	0.290000	5.699000	66	0
6	-6	0.290000	8.005000	55	0
3	-2	0.460000	7.292000	73	0
8	-2	0.350000	5.361000	51	0
8	-4	0.250000	5.775000	60	0
8	-2	0.250000	8.066000	49	0
4	-2	0.230000	4.450000	31	0
6	-5	0.490000	4.540000	13	0
8	-4	0.420000	8.059000	87	1
7	-2	0.260000	5.732000	37	0
6	-3	0.230000	6.903000	88	0
3	-8	0.340000	8.617000	18	0
7	-8	0.240000	6.730000	78	0
8	-3	0.370000	8.762000	21	0
7	-2	0.460000	7.071000	64	0
4	-3	0.480000	7.776000	59	0
6	-5	0.310000	7.917000	49	0
5	-6	0.310000	4.442000	34	0
3	-5	0.270000	7.589000	21	0
6	-6	0.250000	8.789000	72	0
3	-8	0.230000	6.494000	69	0
5	-3	0.430000	8.418000	89	0
7	-3	0.470000	7.545000	11	0
5	-6	0.350000	4.540000	13	0
4	-8	0.410000	4.215000	79	0
8	-5	0.330000	4.750000	10	0
4	-4	0.420000	5.527000	13	0
4	-4	0.270000	4.108000	49	0
4	-1	0.400000	6.727000	25	0
3	-7	0.240000	7.938000	70	0
3	-6	0.330000	6.256000	74	0
6	-3	0.230000	6.865000	54	0
3	-2	0.440000	7.374000	11	0
4	-6	0.380000	6.732000	10	0
6	-3	0.310000	6.263000	60	0
3	-4	0.280000	6.758000	37	0
4	-3	0.330000	5.523000	57	0
7	-8	0.260000	5.072000	27	0
4	-2	0.360000	8.864000	14	0
3	-3	0.350000	4.264000	21	0
5	-8	0.260000	5.180000	54	0
3	-2	0.420000	6.047000	65	0
6	-6	0.280000	8.203000	38	0
6	-6	0.400000	8.979000	34	0
6	-3	0.270000	8.242000	24	0
5	-8	0.430000	6.619000	76	0
5	-5	0.230000	5.992000	69	0
8	-3	0.280000	7.487000	20	0
8	-1	0.270000	7.250000	49	0
4	-4	0.360000	5.151000	70	1
3	-3	0.240000	7.159000	73	0
6	-6	0.370000	4.580000	37	0
5	-5	0.310000	5.241000	10	0
4	-7	0.260000	8.401000	77	0
3	-6	0.350000	6.713000	41	0
8	-6	0.360000	5.961000	78	1
5	-2	0.360000	5.542000	55	0
5	-8	0.200000	6.769000	21	0
6	-6	0.420000	7.494000	30	0
3	-5	0.280000	8.378000	15	0
5	-4	0.430000	6.527000	15	0
7	-5	0.300000	5.422000	64	0
3	-4	0.390000	7.905000	63	0
6	-3	0.300000	4.026000	27	0
4	-8	0.420000	7.887000	55	0
4	-7	0.330000	6.492000	18	0
7	-6	0.310000	7.889000	81	0
7	-4	0.480000	6.939000	47	0
4	-8	0.340000	5.123000	61	1
4	-2	0.310000	6.704000	15	0
6	-1	0.470000	7.361000	55	0
7	-1	0.250000	8.153000	72	0
3	-7	0.280000	7.932000	13	0
5	-8	0.460000	7.191000	30	0
7	-8	0.260000	8.691000	42	0
6	-3	0.440000	7.795000	49	0
6	-8	0.440000	5.103000	38	0
6	-3	0.330000	5.501000	46	1
3	-8	0.200000	4.780000	77	0
4	-4	0.380000	6.174000	33	0
5	-7	0.210000	6.536000	74	0
6	-6	0.280000	5.410000	55	0
6	-2	0.300000	5.735000	68	0
6	-5	0.340000	4.045000	25	0
6	-3	0.330000	4.890000	55	1
4	-6	0.310000	6.271000	38	0
8	-6	0.480000	5.151000	74	0
8	-5	0.200000	8.192000	32	0
5	-3	0.210000	8.013000	61	0
6	-7	0.210000	4.722000	57	0
6	-3	0.430000	7.750000	54	0
6	-5	0.380000	8.016000	19	0
3	-5	0.490000	4.534000	58	1
7	-2	0.300000	6.423000	52	0
5	-5	0.240000	8.688000	73	0
5	-2	0.360000	8.408000	27	0
8	-3	0.280000	4.734000	81	0
4	-2	0.370000	8.017000	85	0
3	-8	0.220000	4.273000	11	0
8	-7	0.260000	8.032000	31	0
8	-7	0.330000	7.102000	24	0
5	-6	0.400000	6.811000	11	0
3	-1	0.380000	5.295000	11	0
5	-3	0.380000	7.613000	40	0
3	-8	0.470000	7.806000	10	0
5	-4	0.360000	8.384000	70	0
8	-4	0.320000	5.572000	82	0
8	-7	0.410000	8.866000	85	1
4	-6	0.450000	7.606000	25	0
3	-4	0.390000	7.154000	35	0
4	-6	0.240000	5.938000	82	0
7	-4	0.240000	5.707000	70	0
7	-3	0.480000	5.053000	16	0
7	-5	0.370000	7.562000	43	0
3	-8	0.200000	7.888000	82	0
6	-7	0.290000	8.687000	86	0
6	-3	0.480000	6.388000	30	0
8	-3	0.210000	7.331000	50	0
5	-4	0.420000	7.658000	36	0
6	-6	0.200000	6.126000	23	0
3	-1	0.400000	6.332000	48	0
8	-6	0.430000	4.592000	84	1
3	-3	0.250000	7.196000	32	0
3	-3	0.230000	8.193000	73	0
8	-1	0.370000	5.257000	56	0
3	-5	0.370000	7.351000	34	0
7	-4	0.480000	8.085000	69	0
6	-4	0.200000	8.205000	84	0
5	-5	0.400000	5.703000	17	0
7	-5	0.470000	8.095000	14	0
5	-5	0.400000	7.821000	75	0
3	-6	0.450000	6.419000	85	0
3	-7	0.320000	6.063000	57	0
5	-5	0.380000	7.848000	61	0
5	-4	0.340000	8.522000	89	0
7	-6	0.290000	6.648000	36	0
6	-3	0.480000	8.063000	32	0
6	-3	0.220000	6.449000	43	0
8	-8	0.370000	4.382000	72	1
8	-2	0.480000	8.601000	42	0
5	-5	0.460000	4.988000	64	0
3	-5	0.420000	7.155000	36	0
3	-1	0.310000	5.253000	16	0
8	-4	0.400000	6.066000	19	0
3	-4	0.470000	8.021000	34	0
4	-4	0.360000	6.107000	53	0
5	-1	0.490000	6.266000	70	0
5	-6	0.250000	8.213000	57	0
4	-6	0.220000	6.219000	74	0
3	-8	0.320000	4.627000	80	1
8	-3	0.290000	5.314000	67	0
8	-1	0.200000	6.022000	89	0
3	-7	0.420000	4.243000	17	0
7	-6	0.360000	8.998000	38	0
5	-4	0.340000	7.295000	28	0
8	-3	0.310000	8.660000	50	0
8	-1	0.380000	8.336000	76	0
5	-5	0.270000	6.037000	74	0
4	-7	0.230000	4.224000	21	0
3	-6	0.430000	6.915000	45	0
6	-6	0.310000	7.483000	64	0
5	-5	0.230000	6.110000	68	0
8	-1	0.240000	5.337000	64	0
4	-5	0.450000	6.250000	83	0
5	-1	0.200000	7.512000	76	0
4	-2	0.400000	8.841000	63	0
5	-3	0.390000	8.228000	30	0
4	-2	0.490000	5.786000	70	0
5	-5	0.410000	8.625000	30	0
5	-3	0.370000	6.782000	57	0
7	-5	0.320000	7.424000	44	0
3	-3	0.480000	5.787000	15	0
6	-3	0.370000	8.499000	13	0
3	-4	0.300000	5.136000	41	0
3	-3	0.260000	8.296000	28	0
5	-4	0.310000	8.946000	54	0
8	-4	0.380000	6.335000	52	0
4	-1	0.470000	6.543000	62	0
6	-4	0.410000	5.120000	57	0
7	-5	0.430000	7.961000	31	0
6	-2	0.450000	6.149000	65	0
3	-6	0.240000	7.368000	64	0
4	-3	0.430000	7.358000	37	0
4	-3	0.330000	5.082000	75	0
7	-8	0.480000	5.533000	64	0
8	-1	0.280000	7.427000	18	0
3	-8	0.370000	5.716000	21	0
5	-7	0.460000	6.515000	25	0
8	-3	0.250000	7.437000	29	0
6	-5	0.340000	5.753000	33	0
6	-2	0.340000	5.343000	10	0
6	-4	0.430000	6.131000	14	0
3	-8	0.210000	4.826000	12	0
8	-5	0.210000	6.943000	70	0
8	-3	0.220000	4.259000	59	0
5	-8	0.220000	4.062000	48	0
3	-7	0.240000	4.583000	33	0
5	-8	0.220000	5.793000	45	0
5	-4	0.340000	6.547000	40	0
5	-5	0.480000	4.851000	10	0
5	-5	0.200000	8.295000	30	0
6	-8	0.250000	4.550000	10	0
3	-7	0.270000	5.084000	34	0
7	-6	0.260000	8.593000	75	0
7	-7	0.410000	6.562000	24	0
7	-5	0.410000	8.841000	13	0
5	-2	0.220000	8.790000	17	0
8	-5	0.380000	6.579000	36	0
4	-8	0.470000	4.863000	79	0
6	-6	0.240000	7.537000	22	0
3	-7	0.400000	8.413000	34	0
3	-8	0.210000	5.329000	68	0
8	-8	0.490000	6.539000	26	0
3	-7	0.260000	6.603000	88	0
5	-4	0.230000	4.862000	37	0
8	-2	0.390000	8.236000	88	0
6	-4	0.460000	7.939000	35	0
4	-7	0.290000	4.960000	71	0
3	-2	0.360000	6.773000	75	0
8	-1	0.290000	6.499000	56	0
7	-8	0.370000	4.767000	19	0
3	-8	0.270000	4.192000	52	0
4	-8	0.340000	6.557000	49	0
8	-3	0.210000	7.779000	47	0
7	-1	0.210000	7.563000	36	0
8	-3	0.280000	8.971000	18	0
8	-5	0.240000	4.234000	64	1
8	-8	0.200000	4.910000	51	0
8	-2	0.200000	4.718000	80	0
5	-4	0.200000	4.488000	69	0
4	-6	0.480000	5.481000	56	0
5	-6	0.330000	6.540000	12	0
7	-8	0.290000	7.220000	39	0
4	-3	0.400000	6.036000	27	0
7	-8	0.340000	7.681000	55	0
3	-4	0.270000	4.918000	36	0
5	-4	0.300000	5.643000	71	1
3	-1	0.320000	8.858000	67	0
6	-8	0.410000	4.660000	30	0
5	-5	0.450000	6.108000	21	0
5	-4	0.260000	5.324000	84	0
6	-3	0.210000	5.967000	31	0
5	-2	0.300000	4.250000	74	0
3	-6	0.440000	5.766000	65	1
8	-6	0.260000	8.568000	65	0
5	-7	0.260000	8.363000	14	0
8	-6	0.290000	6.011000	56	0
8	-6	0.390000	4.602000	32	0
3	-6	0.320000	7.274000	61	0
4	-6	0.210000	5.384000	41	0
4	-7	0.240000	6.124000	36	0
6	-5	0.450000	7.217000	26	0
5	-1	0.230000	5.905000	65	0
4	-6	0.430000	8.420000	78	0
7	-8	0.340000	4.117000	59	0
3	-2	0.280000	8.676000	70	0
5	-4	0.330000	4.340000	16	0
6	-3	0.260000	6.571000	77	0
8	-7	0.400000	6.329000	71	1
3	-3	0.440000	7.978000	33	0
6	-3	0.270000	8.313000	73	0
8	-2	0.460000	6.009000	57	0
7	-6	0.210000	7.661000	32	0
5	-7	0.400000	4.771000	23	0
4	-6	0.270000	6.740000	65	0
7	-8	0.320000	8.194000	56	0
6	-5	0.340000	8.526000	29	0
8	-5	0.230000	8.721000	26	0
7	-3	0.300000	5.901000	13	0
5	-6	0.240000	8.140000	74	0
6	-8	0.300000	5.298000	19	0
7	-2	0.350000	6.763000	10	0
3	-4	0.420000	6.444000	77	0
5	-8	0.300000	4.507000	15	0
6	-3	0.260000	7.686000	43	0
3	-2	0.310000	8.960000	23	0
5	-4	0.480000	5.520000	69	0
4	-3	0.230000	4.879000	15	0
3	-4	0.450000	7.725000	42	0
8	-8	0.300000	7.985000	73	0
3	-4	0.380000	6.257000	76	0
4	-4	0.270000	4.348000	16	0
8	-4	0.410000	4.110000	10	0
3	-6	0.240000	4.246000	79	0
8	-2	0.260000	8.777000	48	0
6	-6	0.220000	8.858000	83	0
3	-6	0.300000	5.484000	76	0
7	-3	0.310000	8.683000	71	0
6	-6	0.450000	5.337000	72	1
7	-7	0.340000	5.737000	41	0
6	-7	0.450000	4.366000	17	0
3	-7	0.350000	8.389000	28	0
5	-3	0.290000	7.744000	68	0
7	-6	0.400000	8.468000	62	0
4	-6	0.340000	5.712000	43	0
5	-3	0.380000	6.768000	52	0
3	-3	0.430000	5.537000	72	0
3	-5	0.380000	5.374000	54	0
5	-3	0.300000	5.723000	54	0
8	-6	0.270000	8.934000	42	0
8	-4	0.260000	8.705000	71	0
3	-6	0.350000	7.004000	74	0
8	-3	0.260000	7.927000	67	0
5	-8	0.420000	6.272000	38	0
3	-5	0.220000	7.796000	10	0
7	-2	0.230000	7.408000	68	0
6	-8	0.490000	7.476000	89	1
7	-3	0.490000	4.391000	16	0
4	-3	0.270000	7.685000	33	0
3	-5	0.450000	4.257000	39	0
6	-8	0.240000	5.470000	78	0
5	-8	0.430000	5.648000	62	0
4	-3	0.470000	4.787000	24	0
8	-6	0.210000	4.146000	10	0
5	-7	0.300000	7.217000	42	1
8	-6	0.280000	8.228000	83	0
5	-4	0.460000	7.851000	60	0
6	-4	0.260000	4.718000	13	0
4	-7	0.460000	7.438000	37	0
4	-1	0.360000	4.968000	24	0
6	-5	0.360000	6.275000	37	0
6	-3	0.470000	5.135000	26	0
4	-3	0.260000	6.294000	24	0
7	-7	0.380000	6.418000	40	0
6	-8	0.480000	7.042000	33	0
5	-2	0.450000	5.704000	84	0
6	-6	0.380000	5.878000	33	0
4	-6	0.200000	6.197000	73	0
7	-8	0.380000	5.278000	80	1
7	-4	0.310000	5.012000	61	0
6	-3	0.250000	6.889000	20	0
6	-7	0.380000	4.110000	14	0
5	-8	0.260000	8.413000	45	0
6	-2	0.400000	4.236000	56	0
7	-8	0.430000	6.896000	59	1
5	-5	0.440000	6.517000	77	0
4	-8	0.370000	6.225000	57	0
6	-4	0.300000	8.075000	56	0
4	-7	0.200000	8.274000	54	0
8	-4	0.330000	8.406000	69	0
4	-7	0.420000	6.711000	73	0
5	-3	0.410000	8.799000	11	0
4	-3	0.460000	7.971000	53	0
7	-7	0.480000	6.186000	48	0
7	-6	0.220000	5.530000	74	0
3	-3	0.490000	7.510000	62	0
8	-6	0.290000	6.730000	85	0
3	-7	0.300000	8.266000	30	0
3	-2	0.470000	4.844000	77	0
4	-5	0.410000	4.569000	18	0
6	-6	0.320000	7.606000	68	0
6	-5	0.410000	7.999000	50	0
3	-6	0.290000	4.011000	77	0
7	-4	0.250000	7.184000	64	0
8	-7	0.380000	4.605000	69	1
6	-6	0.360000	8.490000	52	0
3	-4	0.360000	5.014000	77	0
6	-5	0.230000	7.181000	50	0
3	-7	0.340000	6.402000	59	0
5	-4	0.360000	7.103000	54	0
3	-4	0.430000	6.991000	12	0
8	-8	0.320000	7.558000	31	0
3	-7	0.410000	8.370000	34	0
6	-3	0.300000	8.954000	53	0
5	-2	0.320000	4.502000	38	0
4	-7	0.470000	5.326000	89	0
4	-2	0.430000	7.726000	73	0
6	-5	0.390000	7.378000	85	0
5	-6	0.200000	6.814000	79	0
4	-3	0.440000	8.488000	54	0
3	-6	0.270000	5.900000	72	0
8	-4	0.270000	7.819000	39	0
4	-6	0.270000	4.735000	46	0
6	-4	0.380000	6.458000	16	0
4	-3	0.470000	6.866000	77	0
7	-3	0.480000	6.478000	15	0
8	-6	0.280000	5.682000	38	0
3	-8	0.370000	8.970000	41	0
4	-1	0.430000	6.309000	38	0
4	-5	0.260000	8.796000	57	0
3	-6	0.480000	7.410000	87	1
4	-7	0.350000	8.768000	16	0
4	-8	0.480000	8.916000	72	0
3	-2	0.200000	7.520000	62	0
7	-1	0.350000	5.690000	63	0
3	-5	0.290000	7.926000	44	0
3	-7	0.290000	5.225000	33	0
8	-7	0.310000	8.450000	28	0
6	-6	0.400000	4.280000	32	0
8	-7	0.470000	6.213000	86	1
8	-2	0.400000	5.562000	85	0
8	-1	0.490000	8.862000	89	0
3	-2	0.300000	5.781000	43	0
6	-8	0.300000	5.584000	32	0
4	-7	0.490000	5.780000	56	0
4	-6	0.430000	4.742000	33	0
3	-4	0.430000	8.758000	58	0
5	-2	0.420000	7.450000	70	0
6	-5	0.460000	6.597000	31	0
8	-6	0.400000	5.766000	19	0
3	-7	0.490000	6.361000	52	0
6	-2	0.290000	8.470000	57	0
8	-5	0.490000	8.657000	81	1
3	-5	0.420000	8.394000	62	0
8	-7	0.230000	7.596000	44	0
8	-6	0.430000	7.431000	47	1
3	-1	0.390000	8.103000	34	0
5	-6	0.480000	5.802000	44	0
4	-1	0.450000	7.153000	27	0
4	-2	0.470000	7.883000	22	0
7	-4	0.370000	5.387000	48	0
7	-2	0.220000	4.137000	55	0
8	-3	0.460000	8.315000	30	0
7	-7	0.260000	7.318000	42	0
4	-4	0.440000	8.719000	78	0
5	-6	0.350000	4.413000	59	0
8	-6	0.290000	4.158000	40	0
7	-2	0.250000	7.106000	56	0
3	-6	0.280000	6.681000	26	0
4	-2	0.440000	4.876000	27	0
5	-8	0.490000	4.507000	12	0
5	-2	0.460000	6.517000	14	0
5	-3	0.370000	7.439000	86	0
5	-6	0.240000	4.004000	26	0
5	-4	0.200000	4.678000	13	0
5	-6	0.490000	5.706000	41	0
4	-5	0.440000	8.815000	28	0
3	-2	0.270000	8.980000	57	0
8	-2	0.210000	6.206000	38	0
8	-4	0.210000	8.497000	27	0
6	-2	0.490000	6.600000	33	0
6	-3	0.250000	4.360000	25	0
7	-6	0.340000	5.156000	28	0
7	-2	0.270000	7.376000	89	0
5	-3	0.320000	6.873000	10	0
3	-5	0.390000	4.056000	36	0
8	-1	0.290000	4.663000	15	0
7	-3	0.330000	6.100000	86	0
4	-2	0.270000	5.861000	27	0
8	-7	0.400000	5.976000	83	0
7	-2	0.450000	8.970000	19	0
8	-7	0.360000	7.763000	33	0
6	-4	0.450000	8.356000	66	0
4	-7	0.210000	5.948000	87	0
7	-4	0.410000	8.062000	38	0
7	-4	0.350000	7.804000	59	0
6	-6	0.480000	5.225000	64	1
5	-6	0.310000	8.083000	25	0
6	-3	0.390000	5.767000	35	0
5	-6	0.260000	7.738000	77	0
3	-2	0.330000	5.108000	74	0
8	-5	0.270000	6.557000	10	0
8	-7	0.450000	7.761000	75	0
7	-7	0.450000	4.866000	53	0
5	-3	0.380000	4.602000	34	0
4	-3	0.310000	4.328000	55	0
7	-7	0.450000	4.460000	71	0
4	-5	0.490000	8.422000	22	0
7	-6	0.210000	4.548000	53	0
5	-6	0.370000	5.222000	53	0
5	-8	0.320000	8.354000	80	0
5	-3	0.280000	4.027000	28	0
5	-3	0.210000	8.763000	89	0
4	-2	0.260000	6.735000	24	0
5	-7	0.480000	5.352000	55	0
5	-6	0.440000	8.510000	42	0
5	-3	0.200000	8.782000	34	0
5	-4	0.400000	8.404000	66	0
8	-7	0.330000	8.140000	46	0
4	-1	0.480000	6.475000	18	0
8	-3	0.200000	7.578000	48	0
8	-2	0.400000	4.898000	10	0
4	-2	0.290000	7.216000	25	0
3	-8	0.270000	6.090000	48	0
5	-3	0.270000	5.904000	77	0
5	-4	0.270000	7.810000	84	0
3	-7	0.230000	5.981000	32	0
7	-8	0.230000	5.778000	60	0
7	-7	0.410000	4.492000	45	0
5	-7	0.470000	4.331000	82	1
6	-7	0.370000	7.421000	21	0
3	-3	0.420000	8.739000	42	0
3	-7	0.220000	8.113000	35	0
4	-2	0.460000	4.954000	61	0
4	-8	0.420000	7.736000	26	0
4	-3	0.290000	6.802000	86	0
6	-4	0.470000	5.690000	82	1
6	-8	0.270000	6.824000	72	0
6	-8	0.270000	6.428000	10	0
7	-3	0.470000	4.137000	74	0
6	-7	0.490000	7.334000	29	0
3	-3	0.430000	6.704000	68	0
7	-3	0.260000	4.548000	69	0
7	-7	0.390000	4.276000	22	0
7	-8	0.350000	4.738000	79	0
8	-1	0.220000	4.016000	30	0
3	-3	0.280000	6.190000	56	0
8	-2	0.460000	5.270000	63	0
6	-8	0.370000	8.873000	26	0
6	-2	0.260000	6.776000	74	0
4	-5	0.460000	4.489000	58	0
8	-5	0.290000	6.529000	15	0
7	-6	0.450000	4.897000	66	0
6	-8	0.440000	7.188000	55	1
3	-4	0.230000	5.900000	54	0
3	-4	0.450000	6.027000	69	0
7	-4	0.340000	6.616000	48	0
8	-8	0.400000	6.479000	85	0
3	-3	0.320000	7.624000	89	0
4	-4	0.300000	6.291000	61	0
7	-4	0.430000	8.941000	37	0
4	-1	0.450000	7.164000	72	0
7	-3	0.460000	4.080000	39	0
3	-5	0.200000	5.928000	25	0
6	-2	0.380000	7.317000	61	0
3	-6	0.230000	5.474000	75	0
3	-4	0.220000	7.767000	63	0
3	-5	0.380000	8.657000	35	0
3	-3	0.270000	6.540000	43	0
4	-7	0.280000	8.658000	61	0
4	-4	0.260000	4.840000	33	0
3	-1	0.450000	7.348000	46	0
7	-1	0.340000	7.930000	65	0
3	-5	0.280000	5.167000	46	0
4	-6	0.380000	6.472000	74	0
7	-6	0.210000	6.809000	34	0
3	-7	0.350000	8.678000	46	0
4	-3	0.300000	6.622000	22	0
5	-6	0.390000	6.624000	61	1
8	-4	0.310000	6.978000	61	0
3	-7	0.290000	5.861000	84	0
3	-2	0.290000	5.660000	33	0
6	-6	0.430000	7.916000	27	0
4	-2	0.210000	6.591000	66	0
5	-3	0.380000	8.372000	83	0
8	-5	0.410000	6.405000	28	0
6	-6	0.220000	5.045000	58	0
3	-1	0.480000	7.226000	17	0
7	-5	0.260000	8.366000	55	0
7	-5	0.200000	5.633000	36	0
4	-1	0.330000	7.871000	70	0
8	-8	0.370000	6.617000	50	0
5	-3	0.450000	4.742000	68	0
7	-3	0.350000	7.475000	66	0
6	-6	0.280000	7.188000	86	1
7	-4	0.470000	5.796000	22	0
3	-4	0.420000	5.562000	84	0
4	-7	0.390000	6.921000	26	0
4	-7	0.350000	4.516000	60	0
8	-8	0.440000	5.105000	13	0
5	-6	0.340000	6.829000	35	0
7	-8	0.290000	7.495000	62	0
3	-4	0.230000	4.741000	44	0
